amount_usd,amount_src,fee,exchange_rate_src_to_dest,new_device,location_mismatch,ip_risk_score,account_age_days,device_trust_score,chargeback_history(count),risk_score(internal),txn_velocity_1h,txn_velocity_24h,corridor_risk,transaction_year,home_country_CA,home_country_UK,home_country_US,source_currency_CAD,source_currency_GBP,source_currency_USD,dest_currency_CAD,dest_currency_CNY,dest_currency_EUR,dest_currency_GBP,dest_currency_INR,dest_currency_MXN,dest_currency_NGN,dest_currency_PHP,dest_currency_USD,channel_ATM,channel_mobile,channel_web,ip_country_CA,ip_country_UK,ip_country_UNKNOWN_MISMATCH,ip_country_US,kyc_tier_enhanced,kyc_tier_low,kyc_tier_standard,is_fraud
464.9463514014258,464.9463514014258,8.010225881720604,6.528384771164005,1,1,0.9938097250897157,23,0.1247385114690771,0,0.5847289419352756,5,8,0.06516078852930915,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
247.16040949665012,334.0012774309707,5.318478668789819,61.666667,0,0,1.0,22,0.19385863444453139,1,0.36385463741417906,6,8,0.12,2025,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
5571.210085489758,4456.96802586379,67.11886580637413,1388.888889,0,1,0.9902979919211888,25,0.2626819272906997,0,0.5292991751413734,6,8,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1478.701691241989,1478.701691241989,23.37362275231623,42.32002493647498,0,1,0.9788911201614966,35,0.3683848402753897,1,0.49825741168381343,4,5,0.13968891474713316,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
112.24765321271376,112.24765321271376,3.052014079698705,1111.111111,0,0,0.9557713968767239,40,0.21961430156163808,0,0.7646924345074471,4,6,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
543.985163716031,735.1084991791488,11.655647418191865,0.8853124415238891,1,1,0.9832421336661179,21,0.16954499611756452,0,0.561795155851398,3,5,0.0,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
750.2156494037491,600.1764179378073,10.224571333641173,1388.888889,1,0,0.9152094779265665,1,0.14717146654353117,0,0.7036253630724167,3,6,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
210.85311677279606,241.9220951994204,4.5330539065843745,73.79171459417611,0,0,0.6418351769294681,282,0.5637131988665023,0,0.37061865958992324,2,3,0.052845888181359636,2025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40.808310682978224,32.651967882192885,1.489768079444176,7.6219389230591545,0,0,0.364491697628759,4,0.892,0,0.407,0,0,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
1276.9831842664396,1276.9831842664396,20.11155760985512,1111.111111,0,0,1.0,19,0.3474653894682487,0,0.5651816005413073,3,5,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
882.4277750059465,882.4277750059465,13.949305852115732,3.280214418634319,0,0,1.0,15,0.2825664203242676,1,0.7754334045077758,4,7,0.02427765915370721,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
155.53863736727956,210.18842829000445,3.7590338880158756,61.666667,1,1,0.8168529198209875,13,0.1562919969766312,0,0.6166748410939196,5,6,0.12,2025,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2531.054090011688,2024.8419310158363,31.393755509309187,1388.888889,1,1,0.952245183519192,28,0.4247126566189209,1,0.7705364147263365,4,6,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
155.63034043875163,124.50303479272067,2.509061042983844,4.448992429569332,0,1,0.5984123379302952,8,0.6365820240164903,0,0.46837655840797765,2,2,0.0,2023,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
2698.448882462346,2842.4874994514685,43.87892576288636,24.798815481042446,0,0,1.0,7,0.4408043205929973,0,0.334119598457674,3,6,0.1863907484745311,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
403.18848595502214,403.18848595502214,6.667854541931936,1111.111111,0,1,0.8448798984106632,9,0.10473971869188867,0,0.48379236959648286,4,7,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
3443.547028615429,4653.439329938814,70.93511831298018,59.99590193893825,0,1,1.0,18,0.3142591624599438,0,0.8369994772836965,6,9,0.0,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
561.2392339091857,448.98603987286185,7.855274551331354,2.5030381922273754,0,1,1.0,43,0.29437741556101865,0,0.8226318637832838,7,10,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
340.573714910479,460.23889825691225,7.152266562590922,1.0,0,0,1.0,3,0.16237411397379728,0,0.4300753473799396,3,4,0.0,2024,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
133.3787523842817,180.24210150070786,3.189795531842625,61.666667,1,0,1.0,6,0.18205452484196663,0,0.7494235145108099,3,5,0.06040893631474975,2024,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2889.4021482542976,2311.5243166859655,35.12076448324063,1388.888889,1,0,0.9597439765786993,17,0.06727027918054962,0,0.42501658995831665,5,8,0.22,2023,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
591.7931005803159,591.7931005803159,10.275537811034281,0.925926,0,0,0.3140308075640513,687,0.9160820528308709,0,0.14635901888753436,0,0,0.0,2023,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
467.0304380818413,373.620350465473,6.645644509183909,101.45743469925078,0,0,0.9755050722622659,55,0.4275116698907242,1,0.49404795684724506,4,5,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
75.2697651800918,94.91346127503861,1.62431083950995,63.44086023219177,0,0,0.8927654141194556,17,0.3196539418376657,0,0.5209589476875971,4,5,0.10205278897396748,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
518.042171011455,518.042171011455,9.361072737807023,60.694312463934274,0,1,0.9458834727552534,18,0.159135109874438,0,0.8106323160722478,5,7,0.09236720349157312,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1100.225806840156,1486.796135107822,23.83084846622806,61.666667,1,1,0.9193386601122776,89,0.1730232441263021,1,0.8566497178245713,4,6,0.12,2024,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
709.0954713086451,709.0954713086451,12.38301108124768,58.823529,0,1,0.832307584039869,43,0.15929720653303875,0,0.6459325060989307,5,6,0.1,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
960.9569440401633,768.7634328485856,12.40767584189012,1388.888889,0,1,1.0,20,0.3142082778754742,0,0.5858754486848143,4,7,0.06884593668366396,2025,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
956.574966688012,765.2556524360789,12.536532577959589,73.529412,0,0,1.0,13,0.2374851812076161,1,0.7220889127543034,4,7,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3513.8036071803217,4748.377111310093,72.09555909204687,24.82022611966817,0,1,1.0,18,0.29866184016066033,0,0.7527739368675659,7,9,0.0,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
264.2366421732623,264.2366421732623,5.563310892172148,58.823529,0,1,0.9133916803524157,53,0.1565151477838002,0,0.47359485495087306,5,7,0.08327723043036958,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1422.0035321183566,1921.621829560289,30.154474906670043,61.666667,0,0,0.7734734759181146,22,0.3667688176986673,0,0.4894548393622408,3,4,0.12,2024,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
6169.556868279114,5803.697443793065,87.86131297359755,799.1235908739097,0,0,0.9992830633845153,15,0.33806982520104956,2,0.7241484504671422,3,4,0.1792341538711704,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
320.9052861712325,433.655526555521,7.201955128568306,1.8962015209932122,1,1,1.0,23,0.20778456965258402,1,0.5453255495906325,4,5,0.0,2023,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
464.47356585932033,464.47356585932033,8.030871243141844,10.362393199412384,1,0,0.9939425603282505,14,0.28017810785460906,0,0.5245327641735231,5,7,0.06376252286052128,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3110.974515679342,2488.781970073663,38.60616465401371,1.0093796257641598,0,1,0.8809198298833205,62,0.4861213336201069,0,0.4089263614172115,3,4,0.0,2025,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
1278.3110764382834,1278.3110764382834,19.69623311939667,56.69780717661793,0,1,0.9160125606245998,7,0.042400865451468595,0,0.5099398977735341,5,6,0.1051121017633337,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3247.86856369492,3247.86856369492,49.608703610070236,7.073731318626756,0,1,0.9009425138752477,9,0.10565173751227709,0,0.6853347765933843,4,6,0.07536174838206156,2025,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
250.56850248483494,250.56850248483494,5.29593429615934,4.513916425400757,0,0,0.3503398898883977,298,0.336,0,0.166,0,0,0.0,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1916.2950297388272,1916.2950297388272,29.803802213597407,43.40186394159772,0,0,0.9788133904461118,24,0.3800319409707357,1,0.47235417833332094,7,8,0.0701597048536786,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
1180.2632755093973,944.2124059312963,14.961474293149339,1388.888889,1,0,1.0,26,0.21903076400361532,1,0.665634001463776,3,4,0.1217961921800567,2025,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
1792.4980055285143,1792.4980055285143,27.718584154798403,8.968114264021402,1,1,0.8335955067003284,21,0.23831990559462546,0,0.8581213242593524,4,5,0.013780055285144222,2025,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
145.17507696146794,145.17507696146794,3.332325094596517,6.216633258359433,0,0,0.43075398015352884,1018,0.934,0,0.087,0,0,0.0,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
538.4989358248549,538.4989358248549,9.024623534943853,1111.111111,0,0,1.0,22,0.3507098204487379,0,0.3153225614322591,3,4,0.25,2025,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
561.122460915177,448.8978357877662,7.578785997513609,1.5076746292722099,0,1,1.0,81,0.1773669933186619,1,0.7840375495648816,6,8,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1
536.1891024696025,724.5793827193685,11.413472147614979,22.505367716880603,1,0,0.9878641908991092,11,0.24489770199666783,0,0.769569496669515,3,4,0.0,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2055.3549619646324,2055.3549619646324,32.05260885068161,1111.111111,1,1,0.9762086930411519,16,0.17813912869410123,0,0.6550000187667211,6,8,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
376.7688908889811,301.41649990554095,5.219587851684424,1388.888889,1,0,0.9984679858900831,9,0.1809406349462616,0,0.833,5,8,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
2614.1045229364636,2614.1045229364636,40.12202375019255,11.915822174182228,0,0,1.0,74,0.18096947391763885,0,0.47137196244469415,3,6,0.13521763806043555,2025,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
870.073454811067,696.0612364250911,11.742024920788479,1.2830607684038213,0,1,1.0,16,0.12225762376455818,1,0.6630839217779344,6,8,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
541.296040986557,541.296040986557,8.84384164982889,1111.111111,1,0,1.0,50,0.1968852124095049,0,0.3757922061093172,5,7,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
328.6477198524516,444.119808863079,7.655643677586588,61.666667,1,0,0.8695966051203321,59,0.11759631988116453,0,0.6930487125914694,3,5,0.12,2025,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
413.6335799487011,413.6335799487011,6.3631596375833315,58.823529,0,0,1.0,42,0.1155416726411766,0,0.671138908803922,4,5,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
228.93219597304108,228.93219597304108,4.779463037805191,1111.111111,0,0,0.9193893551783223,18,0.20595497299629223,0,0.5710984814604387,4,7,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
143.78914666914076,143.78914666914076,2.902387199942439,58.823529,0,0,0.29561120000302954,263,0.522,0,0.223,0,0,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
277.34579790565607,277.34579790565607,5.108148180922234,9.208602398239709,0,0,0.11971279752990145,260,0.7059453977139104,0,0.23981221376955095,2,2,0.0988953751150056,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
3595.1235353228803,2876.092402821264,44.37311274350813,1388.888889,1,0,1.0,21,0.3483054471458628,0,0.4426462123167826,3,5,0.22,2025,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
1788.5524700441329,1531.604750495721,23.860977913059468,6.015683151349973,0,0,1.0,10,0.0586427246863708,0,0.648943348471404,4,6,0.06041139777350984,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
239.04337396978556,239.04337396978556,4.540598322904789,2.3627848446463693,0,1,0.9862033685664725,33,0.30775116297417393,0,0.5316507181915563,3,6,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
300.3210102008887,300.3210102008887,6.2488492161587095,1.2553367480555118,0,1,0.8792373724888914,5,0.26480419395943305,0,0.6545324707428505,4,7,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1712.9975521947679,2314.8673296444294,35.30158685962989,33.394657175175396,0,0,0.9838141913276378,18,0.2745057988376154,1,0.7477496573532988,3,6,0.050632248547019185,2024,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1479.844146605442,1479.844146605442,22.467664034252437,24.204479562482447,0,1,0.9500472446410045,32,0.26505669356920547,0,0.7111622008168176,5,7,0.18325459226499247,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1554.385189995624,1243.5060251930095,20.677214657213238,17.6107829750843,0,1,1.0,56,0.26147747735341653,1,0.7737127278810252,4,5,0.0,2025,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
801.882352967498,801.882352967498,13.139323842620167,1111.111111,1,0,1.0,20,0.14052501631845987,0,0.3780676157379835,4,7,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1093.210393386539,1093.210393386539,17.49077964067269,80.48354293809552,0,1,1.0,8,0.5732534515597567,0,0.5572970634249818,5,6,0.008623712538153949,2025,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
493.13125531204594,394.4991580049517,7.607938120076984,1.4467701837394933,0,0,0.4533761219474113,3,0.8735237363207068,0,0.4088450637793469,0,0,0.0,2022,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
555.0142876371656,444.0058451630568,7.80037633310732,1.2413530557438999,0,1,1.0,53,0.27438351108097603,0,0.8056430270011661,7,10,0.0,2025,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1504.8937313879812,1504.8937313879812,22.930232688049458,58.823529,0,1,0.9497940145979687,30,0.29424579498012937,0,0.5221262964192525,3,5,0.1,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1
371.92730118071427,371.92730118071427,6.307212130847473,58.823529,0,0,0.9928383287695823,9,0.36361809969674724,1,0.6059375061099338,4,7,0.1,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
343.0370267156781,274.42879196119287,4.772676489267819,15.537320284882323,0,0,0.4134750370478414,4,0.892,0,0.407,0,0,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
225.19516934983582,254.70424304444387,5.508215801848281,978.0144128726862,0,0,0.5723248938706204,985,0.7916377240962703,0,0.17039020044846304,7,8,0.13482016512643227,2023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
399.7530988505308,399.7530988505308,6.811696869715467,38.52568544137281,1,0,0.9575319604782204,64,0.14168154858623894,0,0.48735502477496145,3,4,0.14881383853078112,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
249.3027716192782,227.65164735842552,4.540281421539574,77.30489035570389,0,0,0.7847318564154806,6,0.480866721329664,0,0.3927821344552045,7,8,0.059241106436647845,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
234.09645496143514,234.09645496143514,3.9188847412422447,4.212249382308769,0,0,0.5272781312040059,1017,0.9345555263467764,0,0.09588842154842198,0,0,0.005555263467763735,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
530.2573345083654,716.5653165849811,11.203317634709084,61.666667,0,0,1.0,50,0.26733411826454584,0,0.6936179684230847,3,5,0.12,2024,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
920.7412313170596,920.7412313170596,15.201258407982987,1111.111111,0,1,1.0,8,0.1238871450109362,0,0.7845273261646393,4,6,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
226.08229416589876,226.08229416589876,4.525306994307971,11.958764167261062,0,0,0.7037614134565415,107,0.3195632950231229,0,0.34416969899294864,2,3,0.1357400029189895,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
3545.9685939285628,2836.774855897833,43.63005181713158,1388.888889,0,0,1.0,46,0.10306291676609025,0,0.7448097702213909,6,8,0.16447076201478694,2025,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
762.2580528416984,609.8085380842123,10.737065534765188,1388.888889,0,0,0.9811492145559303,2,0.29465906059945457,1,0.7818021580552443,2,4,0.22,2023,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1166.4148914569816,1166.4148914569816,18.661207662445413,1.5812092251062095,1,1,1.0,30,0.28599536844605394,0,0.43131617256470334,3,6,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1233.4184956167119,986.7309898787695,15.973587503973848,8.928571,0,1,0.9983562240990738,69,0.19953950430593864,0,0.6905699354463768,3,5,0.0,2024,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
532.7164466576093,719.8928742588687,11.833701687701563,60.63120448427665,0,1,1.0,11,0.023591181391093757,0,0.34253041660529293,7,9,0.11314915614921875,2023,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
373.7845482766629,373.7845482766629,6.479967963800999,58.823529,1,0,0.9936014645119543,46,0.1245827004525396,1,0.6986124483516117,5,6,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
946.2789648754568,757.0170129266501,12.671103004966657,67.81905841808377,0,0,0.9455515024833288,15,0.2982690232091284,0,0.6444923907163487,4,7,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
335.8704822410474,268.6929661064436,3.823834496622201,1388.888889,0,0,0.44956002010219154,5,0.8114814872151781,0,0.46880339900240375,0,0,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1021.3220733038768,817.0596462011357,13.531461930959548,8.904686870914901,0,0,0.9999844475429835,17,0.07792381594677898,1,0.6585614207121353,4,5,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
313.1555749603149,423.18132484780705,7.171358395110152,61.666667,0,1,0.8576562317328535,24,0.2494526354181907,1,0.6195295459603554,4,6,0.12,2024,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
274.30326508572307,274.30326508572307,5.593105742218862,17.241379,1,1,1.0,10,0.3167127092995613,1,0.4450416675955443,4,6,0.2,2024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
575.483526747951,460.3902556846142,7.960100009434104,1388.888889,1,0,1.0,50,0.32010283989192384,1,0.6818414001343432,4,5,0.22,2024,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
627.4595552946028,627.4595552946028,10.488687162391086,6.018071558612752,0,0,0.39123850430541146,203,0.415679601197973,0,0.3582014623572045,1,2,0.06347486495643405,2022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2070.0433371627996,1656.03666973024,25.203122028979365,74.61633648446985,0,1,0.6128646148945919,15,0.3078058623374205,0,0.5001124068293368,3,5,0.0,2024,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1973.3421248781733,1578.677116345062,25.009194012145265,1388.888889,1,1,1.0,35,0.22666738392512173,0,0.7389930067300632,3,4,0.10083826448521187,2025,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
1023.5753501777184,1023.5753501777184,15.815772982014291,38.69746971119376,0,1,0.9389575637815153,51,0.32354445943120536,1,0.4914624404000948,7,8,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1058.5972832604311,1058.5972832604311,17.130379462480853,61.83296599151453,0,1,0.983546806132642,31,0.1361532111473676,0,0.7669328809883376,7,10,0.0,2025,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
336.11056502621506,454.20939441042157,7.336270624115762,1.0,1,0,0.7515721263211564,21,0.23537662461509615,1,0.6645375612048506,3,4,0.0,2024,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
160.46076428292616,128.36661142634094,3.2501103652649075,104.166667,0,0,0.6569702934650851,4,0.892,0,0.407,0,0,0.0,2023,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
772.0446575330826,772.0446575330826,13.05687988715647,58.823529,0,0,1.0,21,0.10352172377534263,0,0.37139290962583366,5,8,0.08317361397323836,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
9136.59518517051,11436.910769260801,172.43074584846022,897.100318143864,0,0,0.7698362522493855,399,0.5310012148382144,0,0.4514768424624973,4,5,0.06479835240726761,2023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
535.4497613294653,535.4497613294653,8.783692400847809,1111.111111,1,0,1.0,46,0.15939958029023193,0,0.40677511602153366,4,6,0.25,2025,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
569.2867883472953,569.2867883472953,9.151943542146956,58.438687756733074,1,0,0.9528241557105135,1,0.28011152358996294,1,0.8815659448350025,4,6,0.10092549626045533,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
272.91164274854367,272.91164274854367,4.862200543700987,1111.111111,0,0,0.8162872426807418,77,0.3454467565682898,1,0.5925386493300293,4,7,0.25,2024,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
2345.60512324323,2345.60512324323,35.855812339119566,17.43065285095577,0,0,0.967150209575059,28,0.027851187592001114,0,0.6547373924593807,4,6,0.19954481946951813,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
692.3191705100393,692.3191705100393,11.289734275355851,51.4746697823415,1,1,0.9789867137677926,77,0.2227157818985075,0,0.6887435515041632,6,8,0.08232688974076978,2023,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
773.4200085887255,773.4200085887255,12.566668964283231,25.57726142879021,0,1,1.0,303,0.16364350606876962,0,0.4811964790202499,7,9,0.0,2024,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
1057.265343560342,1057.265343560342,16.18162941592406,3.8705229841093693,1,0,0.9994397325825085,26,0.13406099930142149,1,0.6702306263311135,3,5,0.03735116116609647,2025,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
309.5649326626896,344.57856779342774,6.966549625700061,953.1868307069428,0,0,0.4168381884711121,979,0.7650817602592025,0,0.18594563557632476,5,5,0.11333475749126412,2023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
